Supplementary Data 8. Differential gene expression between clone #5 and clone #4 in Table 1,,,,,,
,p_val,avg_log2FC,pct.1,pct.2,p_val_adj,Diff
CNIH1,0.131563513,-0.310103393,0.106,0.142,1,0.036
FOS,0.13665944,-0.309841477,0.622,0.652,1,0.03
SMDT1,0.050559214,-0.309735601,0.331,0.399,1,0.068
ARFGAP3,0.221517019,-0.308910687,0.144,0.175,1,0.031
IMP3,0.073428543,-0.308483324,0.206,0.253,1,0.047
MRPS18B,0.358592045,-0.308403058,0.097,0.115,1,0.018
SNHG8,0.078904177,-0.308307583,0.294,0.348,1,0.054
TAGLN2,0.000233865,-0.308233083,0.747,0.821,1,0.074
MRPS21,0.033540346,-0.307867479,0.306,0.375,1,0.069
TRIM8,0.021932675,-0.307621759,0.103,0.16,1,0.057
ANXA2R,0.031925775,-0.307325502,0.206,0.282,1,0.076
NDEL1,0.202962922,-0.306102711,0.084,0.111,1,0.027
HACD4,0.157399731,-0.304891198,0.131,0.165,1,0.034
ANKRD13A,0.211370621,-0.304807504,0.084,0.111,1,0.027
WDR83OS,0.018783609,-0.304236698,0.394,0.469,1,0.075
KCNAB2,0.063141865,-0.304122202,0.241,0.308,1,0.067
MBD2,0.075453455,-0.303549108,0.134,0.179,1,0.045
NUP107,0.438388518,-0.303393943,0.088,0.102,1,0.014
MRPL24,0.275843662,-0.303052024,0.084,0.105,1,0.021
JOSD1,0.346688688,-0.302674928,0.084,0.102,1,0.018
RNPC3,0.18619014,-0.302432306,0.138,0.169,1,0.031
USB1,0.267447474,-0.301003755,0.106,0.131,1,0.025
NSFL1C,0.1228459,-0.300966398,0.088,0.12,1,0.032
CYHR1,0.259879295,-0.300092835,0.078,0.1,1,0.022
PLEKHM1,0.303369984,-0.299654116,0.1,0.12,1,0.02
DBF4,0.308068371,-0.29954343,0.088,0.109,1,0.021
SORL1,0.219324995,-0.299248499,0.225,0.259,1,0.034
ARL6IP6,0.392366147,-0.298720982,0.112,0.13,1,0.018
MT-ND4L,2.48E-07,-0.298303093,0.912,0.961,0.004173105,0.049
SNHG1,0.195879989,-0.298289572,0.166,0.196,1,0.03
ATP5MD,0.003111084,-0.298109192,0.425,0.519,1,0.094
PRR5,0.137452493,-0.297625579,0.197,0.24,1,0.043
ACD,0.332459338,-0.296523946,0.1,0.12,1,0.02
TUSC2,0.147041438,-0.295752965,0.091,0.122,1,0.031
ERICH1,0.071620607,-0.295305563,0.194,0.248,1,0.054
TMEM223,0.102651549,-0.294947632,0.069,0.101,1,0.032
CHD9,0.127018854,-0.294572641,0.103,0.138,1,0.035
GHITM,0.055713729,-0.294183276,0.281,0.338,1,0.057
HAX1,0.204347857,-0.293778345,0.147,0.179,1,0.032
PSMB8-AS1,0.246047915,-0.293557407,0.15,0.177,1,0.027
EIF4E3,0.370467621,-0.293459683,0.159,0.175,1,0.016
MT-CO2,9.44E-11,-0.292853204,0.994,1,1.59E-06,0.006
COX7A2L,0.123397062,-0.2916158,0.278,0.325,1,0.047
PIP4P1,0.407521798,-0.291109109,0.094,0.11,1,0.016
ANKRD10,0.294296138,-0.290919208,0.131,0.157,1,0.026
BTG1,9.79E-06,-0.290694802,0.878,0.907,0.164476583,0.029
CBX3,0.102669919,-0.290450183,0.234,0.283,1,0.049
FAF1,0.160678364,-0.289976956,0.097,0.128,1,0.031
GOLGB1,0.137781273,-0.289243918,0.122,0.159,1,0.037
RPLP0,1.74E-10,-0.288864957,0.988,0.998,2.92E-06,0.01
SND1,0.204495922,-0.288376137,0.172,0.206,1,0.034
CYB5B,0.330822442,-0.286955917,0.106,0.129,1,0.023
AFF1,0.261518216,-0.28652241,0.081,0.103,1,0.022
ACO2,0.256833478,-0.286352286,0.109,0.135,1,0.026
TFAM,0.137247188,-0.286237147,0.103,0.137,1,0.034
MT-ND1,0.000107467,-0.28619989,0.856,0.925,1,0.069
MBTPS1,0.374741562,-0.286118843,0.122,0.142,1,0.02
C7orf26,0.20432143,-0.285903798,0.091,0.117,1,0.026
RPS4Y1,8.12E-06,-0.285557824,0.809,0.895,0.13644415,0.086
NORAD,0.183320282,-0.285009417,0.125,0.157,1,0.032
DDX42,0.247327947,-0.284377224,0.122,0.149,1,0.027
RBMS1,0.060848514,-0.283732741,0.228,0.283,1,0.055
VPS13C,0.040039587,-0.28347653,0.228,0.294,1,0.066
SLC4A1AP,0.39223748,-0.283351848,0.084,0.1,1,0.016
QKI,0.06659627,-0.282523476,0.141,0.188,1,0.047
PCED1B-AS1,0.001389768,-0.282334729,0.691,0.773,1,0.082
PPIH,0.101856812,-0.281983662,0.134,0.177,1,0.043
CHMP3,0.240965744,-0.281791369,0.112,0.14,1,0.028
MINDY2,0.209403897,-0.281555092,0.116,0.146,1,0.03
LPIN2,0.127385583,-0.2815536,0.119,0.154,1,0.035
TMED4,0.086254106,-0.280911891,0.25,0.304,1,0.054
TBRG1,0.018973431,-0.280332154,0.212,0.292,1,0.08
ULK3,0.107502045,-0.27990482,0.122,0.164,1,0.042
GBP2,0.20072522,-0.279805946,0.162,0.196,1,0.034
NCK2,0.173978352,-0.279136368,0.116,0.148,1,0.032
RBM3,0.004078181,-0.2786077,0.609,0.715,1,0.106
SHFL,0.157566165,-0.277729876,0.25,0.29,1,0.04
PSMB4,0.183476607,-0.277453683,0.144,0.176,1,0.032
GYPC,0.01501598,-0.276444947,0.431,0.523,1,0.092
CYLD,0.193343856,-0.2759512,0.175,0.21,1,0.035
PSMC3,0.11304895,-0.275665567,0.147,0.19,1,0.043
DENND4B,0.333549357,-0.275013599,0.088,0.108,1,0.02
EPC2,0.156097685,-0.274492208,0.084,0.115,1,0.031
TANK,0.362321019,-0.274300945,0.094,0.113,1,0.019
COX7C,0.00075374,-0.274233311,0.734,0.812,1,0.078
RBM26,0.26409602,-0.274058498,0.081,0.103,1,0.022
S100A10,0.000202516,-0.273782878,0.734,0.82,1,0.086
THAP12,0.110797405,-0.273199516,0.138,0.178,1,0.04
TNKS2,0.236149866,-0.272397711,0.172,0.201,1,0.029
UPF3A,0.277510843,-0.27201498,0.175,0.199,1,0.024
DAP,0.339015634,-0.271812903,0.091,0.11,1,0.019
DOCK8,0.116089181,-0.27180341,0.203,0.247,1,0.044
EXOSC1,0.546400116,-0.27154949,0.094,0.105,1,0.011
FAM111A,0.360114543,-0.270394222,0.15,0.171,1,0.021
HSPE1,0.046521031,-0.270347661,0.253,0.328,1,0.075
GARS,0.256308897,-0.26956108,0.097,0.122,1,0.025
KLRK1,0.003146113,-0.269456687,0.556,0.652,1,0.096
RSL1D1,0.019346302,-0.268740681,0.284,0.363,1,0.079
LSM4,0.154186687,-0.268653124,0.209,0.251,1,0.042
SIPA1,0.039814366,-0.268349916,0.222,0.288,1,0.066
ATRX,0.033150576,-0.268202526,0.316,0.396,1,0.08
CNOT2,0.100479124,-0.268037887,0.156,0.199,1,0.043
TIA1,0.162024832,-0.267639762,0.091,0.121,1,0.03
DNPEP,0.276789287,-0.266936819,0.116,0.141,1,0.025
VPS51,0.209382969,-0.266601762,0.203,0.239,1,0.036
CBFB,0.223021201,-0.26572274,0.088,0.112,1,0.024
MTIF3,0.194486048,-0.264890959,0.094,0.122,1,0.028
COMMD3,0.22466363,-0.264571883,0.128,0.159,1,0.031
ARAF,0.1446263,-0.264516935,0.084,0.116,1,0.032
DHPS,0.292456523,-0.264500248,0.178,0.201,1,0.023
RNASEH1,0.07842279,-0.264376973,0.094,0.135,1,0.041
ZGPAT,0.169879664,-0.263956742,0.119,0.152,1,0.033
STIP1,0.333742724,-0.263916184,0.1,0.12,1,0.02
RICTOR,0.386502159,-0.263651666,0.103,0.121,1,0.018
ANXA11,0.084512295,-0.263087733,0.328,0.388,1,0.06
NDUFA12,0.13398615,-0.262706076,0.212,0.256,1,0.044
CLNS1A,0.117279468,-0.262564707,0.138,0.178,1,0.04
CXCR4,0.001265141,-0.262489393,0.5,0.626,1,0.126
PRRC2A,0.204335273,-0.261929922,0.2,0.235,1,0.035
SMAD3,0.042675848,-0.261297165,0.088,0.133,1,0.045
SH2D1A,0.040926292,-0.261179032,0.194,0.259,1,0.065
LAMTOR2,0.166358233,-0.260484101,0.147,0.182,1,0.035
MCTP2,0.365540519,-0.259479055,0.153,0.173,1,0.02
MT-CO3,0.000739232,-0.259033197,0.984,0.984,1,0
ACLY,0.315005048,-0.259000398,0.091,0.112,1,0.021
RAD23B,0.307673215,-0.258854338,0.134,0.157,1,0.023
ARFGAP2,0.122027739,-0.258415195,0.138,0.178,1,0.04
HSPB11,0.259175392,-0.257666697,0.144,0.174,1,0.03
PAFAH1B1,0.111479602,-0.25754651,0.25,0.305,1,0.055
RNF139,0.343577662,-0.257505428,0.122,0.142,1,0.02
PAIP2,0.018400617,-0.256695152,0.375,0.454,1,0.079
ZNF24,0.103726831,-0.255761001,0.162,0.208,1,0.046
WASHC1,0.205376185,-0.254304104,0.238,0.275,1,0.037
EEF1A1,2.14E-18,-0.253848125,1,1,3.59E-14,0
TENT2,0.36941429,-0.253218172,0.109,0.129,1,0.02
TUFM,0.120412784,-0.25241009,0.362,0.41,1,0.048
SNHG7,0.129948628,-0.252402101,0.178,0.223,1,0.045
ATP8A1,0.156147896,-0.252305086,0.112,0.149,1,0.037
DNAJB11,0.372308786,-0.252125309,0.103,0.121,1,0.018
ARIH1,0.055110617,-0.251302116,0.128,0.18,1,0.052
RPL5,1.86E-08,-0.251020712,0.988,0.99,0.000312142,0.002
MYCBP2,0.123299953,-0.250750592,0.231,0.281,1,0.05
HDGF,0.276482037,-0.250611803,0.134,0.16,1,0.026
BET1L,0.354934921,-0.25057663,0.088,0.105,1,0.017
HSPA9,0.293115187,-0.250497996,0.206,0.234,1,0.028
TRNAU1AP,0.351593998,-0.25008433,0.091,0.11,1,0.019
DUS1L,0.230315826,-0.249942661,0.194,0.222,1,0.028
MKRN1,0.219688991,-0.248899545,0.153,0.188,1,0.035
FAM50A,0.320446867,-0.248874073,0.166,0.191,1,0.025
BTG2,0.197850811,-0.248859665,0.294,0.331,1,0.037
MFF,0.378221067,-0.248830277,0.175,0.196,1,0.021
PARP14,0.220182088,-0.248393501,0.119,0.148,1,0.029
GIMAP6,0.298866818,-0.247191481,0.091,0.112,1,0.021
TMEM147,0.186187186,-0.246837079,0.169,0.202,1,0.033
JUNB,0.021767882,-0.245856535,0.762,0.815,1,0.053
KAT8,0.184465418,-0.243613559,0.106,0.137,1,0.031
FOSL2,0.190595586,-0.243388436,0.106,0.137,1,0.031
RBM33,0.138965502,-0.243100994,0.162,0.206,1,0.044
ARRDC2,0.456902258,-0.242045316,0.125,0.14,1,0.015
CALCOCO1,0.385760873,-0.241264778,0.147,0.167,1,0.02
ILF3-DT,0.481450291,-0.241121107,0.091,0.104,1,0.013
METTL23,0.125636321,-0.240955496,0.166,0.206,1,0.04
MAGOH,0.077239912,-0.240732789,0.203,0.26,1,0.057
ESF1,0.605761401,-0.240408136,0.091,0.1,1,0.009
TMEM141,0.421919262,-0.239375847,0.106,0.122,1,0.016
VDAC1,0.144084089,-0.239273074,0.169,0.207,1,0.038
DCAF15,0.460301126,-0.238757701,0.112,0.127,1,0.015
COQ4,0.144777868,-0.238374316,0.119,0.157,1,0.038
LSM10,0.342186533,-0.238207963,0.131,0.154,1,0.023
SERP1,0.095973794,-0.238113676,0.428,0.488,1,0.06
SH3GLB1,0.277475756,-0.237523895,0.172,0.202,1,0.03
CDC34,0.119158753,-0.237483743,0.103,0.138,1,0.035
NOSIP,0.21957427,-0.237315531,0.2,0.237,1,0.037
CD46,0.246765056,-0.236976358,0.259,0.289,1,0.03
PHB,0.089962267,-0.236703741,0.184,0.234,1,0.05
SEPTIN2,0.15656536,-0.236642796,0.212,0.258,1,0.046
CSRP1,0.409807275,-0.235846651,0.091,0.106,1,0.015
CD81,0.004214,-0.235770673,0.719,0.791,1,0.072
DNAJB1,0.03339544,-0.234711431,0.466,0.539,1,0.073
CIAO2B,0.123380878,-0.234683634,0.253,0.302,1,0.049
DHX29,0.243821353,-0.234292236,0.116,0.143,1,0.027
MT-ATP6,3.70E-05,-0.234087446,0.966,0.987,0.621882994,0.021
GOPC,0.512445584,-0.233886921,0.116,0.129,1,0.013
MNAT1,0.413871449,-0.233601295,0.122,0.142,1,0.02
PPP6R2,0.154542159,-0.23300202,0.081,0.112,1,0.031
PIK3R5,0.368390122,-0.232802707,0.206,0.231,1,0.025
ZCRB1,0.148778647,-0.231460311,0.094,0.127,1,0.033
NME2,0.036530213,-0.229758576,0.506,0.584,1,0.078
RPS28,4.91E-10,-0.229491115,1,1,8.25E-06,0
CLTA,0.054467551,-0.229295273,0.144,0.198,1,0.054
CSNK1A1,0.185237397,-0.229031133,0.238,0.281,1,0.043
TXNDC12,0.462795821,-0.228740432,0.156,0.174,1,0.018
KANSL1,0.079839506,-0.228633973,0.175,0.231,1,0.056
GID8,0.335445339,-0.228326744,0.1,0.121,1,0.021
TM2D1,0.564046614,-0.227686631,0.1,0.112,1,0.012
CABIN1,0.470499313,-0.227156562,0.125,0.142,1,0.017
MAP4K4,0.197514014,-0.226720354,0.122,0.15,1,0.028
GUK1,0.067452344,-0.226708685,0.625,0.681,1,0.056
BIRC2,0.331922717,-0.226242429,0.1,0.121,1,0.021
ATP2A3,0.264804322,-0.225889536,0.25,0.282,1,0.032
PHF1,0.084243222,-0.224167963,0.181,0.235,1,0.054
CD74,0.127312029,-0.22368283,0.725,0.759,1,0.034
PRKAA1,0.162158929,-0.223640327,0.125,0.159,1,0.034
TMEM259,0.122408136,-0.223385193,0.228,0.281,1,0.053
COX14,0.126545957,-0.223150692,0.2,0.248,1,0.048
HNRNPL,0.065016274,-0.223034047,0.4,0.459,1,0.059
S100A11,0.081123586,-0.222124794,0.35,0.422,1,0.072
EGLN1,0.29451151,-0.221867037,0.088,0.109,1,0.021
CNOT6L,0.370574878,-0.221673096,0.169,0.192,1,0.023
NFATC3,0.129999893,-0.221403279,0.241,0.293,1,0.052
MRFAP1L1,0.155702396,-0.221228159,0.134,0.17,1,0.036
CHMP4B,0.270984627,-0.221086236,0.162,0.188,1,0.026
PTDSS1,0.248793785,-0.220911114,0.134,0.164,1,0.03
RIF1,0.210779346,-0.220671388,0.1,0.13,1,0.03
TGS1,0.261422138,-0.22014618,0.081,0.104,1,0.023
MT-ND4,0.000453465,-0.219673624,0.853,0.923,1,0.07
SACM1L,0.2052451,-0.219657265,0.094,0.122,1,0.028
TEX264,0.064998789,-0.218800044,0.188,0.247,1,0.059
IFT20,0.450074725,-0.218354301,0.088,0.102,1,0.014
MYBL1,0.031051106,-0.217353894,0.447,0.529,1,0.082
CCL5,2.38E-06,-0.216008717,0.997,0.999,0.039976613,0.002
PLPBP,0.31390814,-0.215824669,0.097,0.117,1,0.02
NUTF2,0.272830506,-0.215728162,0.181,0.209,1,0.028
RAD50,0.566643398,-0.215456095,0.119,0.131,1,0.012
NKTR,0.149638029,-0.214841764,0.25,0.3,1,0.05
PRKDC,0.26944319,-0.214385188,0.191,0.219,1,0.028
S1PR4,0.084553695,-0.213277426,0.266,0.324,1,0.058
TIMP1,0.049244838,-0.212634355,0.212,0.275,1,0.063
ADA2,0.423390558,-0.211585897,0.091,0.106,1,0.015
ARHGEF2,0.37136925,-0.211213011,0.106,0.127,1,0.021
SPG11,0.24571957,-0.210680238,0.094,0.119,1,0.025
HERPUD2,0.063828087,-0.210593089,0.241,0.304,1,0.063
RAB4A,0.17866438,-0.210551576,0.144,0.179,1,0.035
HSF1,0.21023407,-0.21026773,0.15,0.184,1,0.034
NIBAN1,0.188862625,-0.209613501,0.131,0.166,1,0.035
VPS35,0.111977102,-0.208982664,0.084,0.119,1,0.035
SRSF11,0.044400025,-0.208461866,0.412,0.486,1,0.074
STAU1,0.116667919,-0.208406681,0.144,0.185,1,0.041
TMPO,0.180696884,-0.208333848,0.172,0.212,1,0.04
NUDT16L1,0.234536252,-0.20817396,0.134,0.162,1,0.028
RBCK1,0.086983991,-0.207965816,0.25,0.306,1,0.056
HM13,0.216484645,-0.207570225,0.203,0.239,1,0.036
TTC38,0.164142499,-0.207475019,0.219,0.262,1,0.043
RPS19,8.14E-13,-0.206869246,1,1,1.37E-08,0
LPXN,0.128158525,-0.205901102,0.188,0.237,1,0.049
CLPP,0.172496586,-0.205705247,0.162,0.207,1,0.045
ADA,0.574213899,-0.205541002,0.1,0.112,1,0.012
CDK5RAP3,0.118164773,-0.204954958,0.178,0.226,1,0.048
TMEM222,0.584812339,-0.204681095,0.094,0.104,1,0.01
FBXW2,0.331025179,-0.204583906,0.094,0.114,1,0.02
NDUFS3,0.431285039,-0.204014308,0.128,0.146,1,0.018
LIMD2,0.040080057,-0.203267134,0.637,0.701,1,0.064
GPR137B,0.216102028,-0.202556094,0.078,0.102,1,0.024
POLR2J3,0.248036837,-0.202506518,0.103,0.131,1,0.028
COPG1,0.542532429,-0.202483299,0.091,0.102,1,0.011
AKR1B1,0.405466958,-0.202366639,0.191,0.211,1,0.02
QARS,0.357963711,-0.202204184,0.103,0.124,1,0.021
PARP4,0.32866502,-0.201689234,0.088,0.109,1,0.021
SNHG12,0.241411095,-0.201431802,0.159,0.19,1,0.031
SLC25A32,0.85329,-0.200886404,0.112,0.115,1,0.003
KDM5D,0.165091559,-0.200688535,0.078,0.106,1,0.028
MAP3K8,0.282378714,-0.200604825,0.122,0.148,1,0.026
DAZAP1,0.210754592,-0.200342711,0.241,0.282,1,0.041
REX1BD,0.167391618,-0.200331845,0.356,0.408,1,0.052
PPM1K,0.460970626,-0.200121623,0.156,0.174,1,0.018
CHMP1A,0.399246943,-0.20002415,0.094,0.111,1,0.017
AKT3,0.143101479,-0.199910348,0.091,0.125,1,0.034
NME3,0.089158212,-0.199656319,0.284,0.348,1,0.064
AP1G2,0.376347128,-0.198894799,0.175,0.197,1,0.022
NSMAF,0.525068466,-0.198647183,0.1,0.113,1,0.013
AP3S1,0.18801289,-0.197983669,0.116,0.149,1,0.033
MRPL14,0.242978555,-0.197628215,0.103,0.13,1,0.027
AGO3,0.50125845,-0.197386184,0.088,0.101,1,0.013
SEC24C,0.3742809,-0.197236562,0.094,0.113,1,0.019
SHOC2,0.185244323,-0.19684571,0.141,0.176,1,0.035
PTPRE,0.308437326,-0.195410435,0.181,0.211,1,0.03
ANAPC16,0.176066382,-0.195345665,0.431,0.475,1,0.044
MTRNR2L12,2.06E-06,-0.194023443,0.931,0.979,0.034558121,0.048
USP33,0.138419242,-0.193568874,0.116,0.152,1,0.036
CXXC1,0.305449804,-0.193023127,0.091,0.111,1,0.02
VTI1A,0.259708461,-0.193016446,0.103,0.129,1,0.026
MESD,0.171123343,-0.192802833,0.156,0.195,1,0.039
PITPNC1,0.037032715,-0.192655774,0.225,0.29,1,0.065
PSTPIP1,0.453726148,-0.192329872,0.172,0.194,1,0.022
UBE2F,0.230991434,-0.191508393,0.247,0.283,1,0.036
AHSA1,0.355635353,-0.191437147,0.106,0.127,1,0.021
ERLEC1,0.366143844,-0.191332556,0.144,0.167,1,0.023
ASXL1,0.613413681,-0.1913284,0.156,0.17,1,0.014
NSL1,0.348041319,-0.19094883,0.103,0.125,1,0.022
ATIC,0.396293465,-0.190857994,0.103,0.121,1,0.018
FAAP20,0.475932189,-0.189799295,0.225,0.24,1,0.015
SMC3,0.381136972,-0.189518514,0.141,0.162,1,0.021
ARF1,0.089215797,-0.188905376,0.509,0.568,1,0.059
RPS12,6.39E-11,-0.188377434,1,1,1.07E-06,0
NPM1,0.018830219,-0.188287875,0.738,0.805,1,0.067
CAND1,0.415133136,-0.188224168,0.112,0.131,1,0.019
SUPT16H,0.155908887,-0.187938817,0.162,0.204,1,0.042
LYSMD2,0.189783296,-0.186658662,0.1,0.131,1,0.031
RPL7,0.034860065,-0.186148854,0.759,0.806,1,0.047
CLEC2B,0.103563556,-0.185930078,0.388,0.444,1,0.056
TMEM258,0.059912028,-0.185772384,0.462,0.535,1,0.073
HMGN4,0.301714258,-0.185727211,0.197,0.226,1,0.029
QRICH1,0.31764601,-0.185519886,0.119,0.143,1,0.024
NSMCE1,0.333310311,-0.185170609,0.106,0.129,1,0.023
ZNF91,0.264130855,-0.18462645,0.084,0.109,1,0.025
CMPK1,0.508323465,-0.184625121,0.309,0.333,1,0.024
SLA2,0.293842783,-0.184563652,0.103,0.126,1,0.023
PDCD6,0.248224047,-0.184064947,0.244,0.281,1,0.037
OLA1,0.647724278,-0.183867546,0.166,0.175,1,0.009
PITHD1,0.502804343,-0.183797792,0.178,0.194,1,0.016
ZNF292,0.369620674,-0.183381952,0.209,0.235,1,0.026
SAMHD1,0.065250382,-0.183059845,0.394,0.452,1,0.058
LAGE3,0.49010493,-0.183052156,0.122,0.137,1,0.015
PNPLA8,0.542532434,-0.182259892,0.091,0.102,1,0.011
DCAF11,0.382716356,-0.182205457,0.131,0.15,1,0.019
ZNF830,0.206718575,-0.181543551,0.091,0.119,1,0.028
MBD1,0.236413774,-0.18146926,0.078,0.103,1,0.025
GTPBP6,0.165057048,-0.181420557,0.147,0.187,1,0.04
VSIR,0.582735077,-0.181064731,0.331,0.349,1,0.018
SBDS,0.156789646,-0.180415122,0.278,0.331,1,0.053
CBX4,0.154389682,-0.180365907,0.119,0.155,1,0.036
METRN,0.719337001,-0.179828617,0.103,0.109,1,0.006
RPL6,7.44E-07,-0.179825544,0.994,0.998,0.012503098,0.004
CREBRF,0.224338446,-0.17978077,0.138,0.171,1,0.033
HIF1A,0.299100071,-0.179769594,0.103,0.127,1,0.024
PCIF1,0.480820961,-0.178650564,0.141,0.157,1,0.016
PAXBP1,0.605483163,-0.178353736,0.103,0.114,1,0.011
CCNL1,0.08020637,-0.177433782,0.388,0.452,1,0.064
EMC10,0.23856922,-0.177059128,0.159,0.194,1,0.035
RPL18,8.35E-07,-0.176781494,1,1,0.014020577,0
ERG28,0.472053369,-0.176695836,0.094,0.108,1,0.014
PSMC5,0.026258426,-0.175839956,0.253,0.333,1,0.08
VTA1,0.615380376,-0.174451204,0.094,0.104,1,0.01
LYPLA1,0.635559279,-0.174331155,0.131,0.142,1,0.011
DYNC1H1,0.106562184,-0.174245106,0.297,0.359,1,0.062
DAD1,0.108698632,-0.173743219,0.366,0.433,1,0.067
ZBTB38,0.373215913,-0.173664626,0.278,0.311,1,0.033
RAB11A,0.473328041,-0.173650332,0.175,0.194,1,0.019
SSR4,0.124214259,-0.17290176,0.662,0.719,1,0.057
ZNF644,0.401170296,-0.172489056,0.159,0.181,1,0.022
ABHD14B,0.165955915,-0.172488415,0.306,0.362,1,0.056
TMEM18,0.485297434,-0.172393867,0.103,0.118,1,0.015
TNFRSF1A,0.308364015,-0.171496621,0.131,0.157,1,0.026
OCIAD2,0.258225038,-0.170690298,0.191,0.223,1,0.032
FBXO9,0.466633763,-0.170408936,0.138,0.152,1,0.014
ANKZF1,0.281680699,-0.170348222,0.081,0.104,1,0.023
LFNG,0.242920882,-0.170050386,0.119,0.148,1,0.029
USP39,0.408330036,-0.169877527,0.094,0.111,1,0.017
RPS4X,2.87E-06,-0.169753815,1,0.999,0.048237128,-0.001
MT-ATP8,0.169563359,-0.16968106,0.731,0.735,1,0.004
WDR33,0.280680562,-0.16965496,0.166,0.195,1,0.029
CD44,0.096183989,-0.169235403,0.425,0.499,1,0.074
FOXP1,0.55718134,-0.16923077,0.225,0.24,1,0.015
GLRX,0.296382451,-0.168355475,0.228,0.258,1,0.03
IRF2BP2,0.262443123,-0.167575052,0.103,0.127,1,0.024
CCDC186,0.272237743,-0.16685788,0.116,0.143,1,0.027
KIAA1143,0.429284511,-0.166356021,0.094,0.111,1,0.017
AL138963.4,0.422441417,-0.166274776,0.328,0.361,1,0.033
AP1M1,0.378925751,-0.165680378,0.166,0.19,1,0.024
BCLAF1,0.092472773,-0.165254228,0.306,0.367,1,0.061
VIM,0.071798743,-0.164770727,0.738,0.798,1,0.06
CDC42SE2,0.289729295,-0.164113169,0.359,0.39,1,0.031
COX20,0.782632908,-0.164107864,0.141,0.145,1,0.004
ADD1,0.066694321,-0.163992007,0.256,0.324,1,0.068
ARAP2,0.258039478,-0.163763407,0.244,0.281,1,0.037
ARHGAP1,0.289187132,-0.163689111,0.097,0.121,1,0.024
YWHAE,0.284261781,-0.163563929,0.1,0.125,1,0.025
RPL32,5.03E-09,-0.163512492,1,1,8.46E-05,0
GBP5,0.119811544,-0.163487943,0.325,0.38,1,0.055
PPP1R2,0.147673816,-0.162911952,0.247,0.299,1,0.052
EIF4H,0.308977652,-0.162407761,0.284,0.321,1,0.037
IPO7,0.208948587,-0.162367446,0.091,0.119,1,0.028
NECAP2,0.266913518,-0.162204397,0.128,0.158,1,0.03
MRPL21,0.583801571,-0.161949555,0.106,0.117,1,0.011
MT-CO1,4.43E-05,-0.16183204,0.997,1,0.744712834,0.003
CREBZF,0.364712304,-0.161435222,0.162,0.186,1,0.024
MINK1,0.607192462,-0.161411557,0.103,0.114,1,0.011
DGCR6L,0.225606088,-0.16139489,0.147,0.183,1,0.036
STT3B,0.320529841,-0.160584653,0.15,0.179,1,0.029
RNF19A,0.334000215,-0.16045354,0.206,0.235,1,0.029
LSM6,0.194374038,-0.160212193,0.125,0.158,1,0.033
AC119396.1,0.198729815,-0.160156334,0.094,0.124,1,0.03
ZDHHC18,0.282010148,-0.160115946,0.078,0.1,1,0.022
BLOC1S6,0.256256236,-0.160004722,0.109,0.135,1,0.026
SNHG5,0.054957225,-0.159163149,0.206,0.274,1,0.068
AC004687.1,0.569121447,-0.159117424,0.194,0.213,1,0.019
UBE2J2,0.21319407,-0.158935444,0.141,0.175,1,0.034
SPOP,0.429204526,-0.158462988,0.094,0.11,1,0.016
PTBP1,0.571726879,-0.158306899,0.197,0.21,1,0.013
RNF187,0.294996575,-0.158026725,0.219,0.251,1,0.032
HLA-DPA1,0.182541732,-0.157975942,0.55,0.597,1,0.047
ASH1L,0.129962748,-0.157816194,0.194,0.239,1,0.045
PFDN5,0.000116225,-0.157809898,0.938,0.96,1,0.022
PTPN1,0.174206661,-0.157800332,0.172,0.214,1,0.042
BPTF,0.116611591,-0.155511893,0.338,0.392,1,0.054
UBE2N,0.339056054,-0.155502601,0.206,0.235,1,0.029
SLC52A2,0.19370294,-0.155469089,0.103,0.135,1,0.032
PTGES3,0.213989546,-0.155385165,0.45,0.495,1,0.045
SPTAN1,0.218367322,-0.155310871,0.225,0.267,1,0.042
SLC3A2,0.267300129,-0.155282266,0.197,0.229,1,0.032
FAM120AOS,0.520228056,-0.154870839,0.091,0.104,1,0.013
GRK6,0.254921792,-0.154526459,0.25,0.291,1,0.041
SPCS2,0.08556013,-0.154446208,0.319,0.382,1,0.063
KRR1,0.501389358,-0.154287308,0.134,0.151,1,0.017
MRPS26,0.629816763,-0.153815673,0.125,0.136,1,0.011
ST8SIA4,0.457620637,-0.153571483,0.112,0.129,1,0.017
RNMT,0.185750359,-0.153395948,0.188,0.23,1,0.042
RPL13,8.63E-07,-0.153310536,1,1,0.014500819,0
HERPUD1,0.32873735,-0.153309633,0.228,0.26,1,0.032
CCDC59,0.27348085,-0.153276592,0.166,0.198,1,0.032
UQCR10,0.105420424,-0.153256461,0.397,0.459,1,0.062
AP3B1,0.840519796,-0.153151482,0.131,0.134,1,0.003
STK17A,0.42197489,-0.15312732,0.384,0.403,1,0.019
CENPT,0.421726654,-0.152827516,0.138,0.155,1,0.017
RPL36AL,0.023501414,-0.152810269,0.891,0.914,1,0.023
GOLGA4,0.140004885,-0.15245094,0.266,0.316,1,0.05
KLF13,0.118899839,-0.152329612,0.334,0.386,1,0.052
CPT1A,0.562408973,-0.152176757,0.106,0.119,1,0.013
SSR1,0.416404634,-0.152113769,0.162,0.187,1,0.025
LY9,0.190219598,-0.151278336,0.191,0.227,1,0.036
